Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL
"Stadtwald, Krefeld / Bockum (Stadtwald) (47799)",1.290.000 € 4.886 €/m²,9 Zimmer,264 m²,856 m² Grundstück,https://www.immowelt.de/expose/837901d8-3e71-44d5-bebc-ead5841f58b5
"Tierpark, Krefeld (47809)",595.000 € 3.301 €/m²,6 Zimmer,"180,2 m²",679 m² Grundstück,https://www.immowelt.de/expose/70b55342-a252-4cf1-9d02-1bc2e7f32e85
"Vulkanstr. 46, Königshof - West, Krefeld (47807)",559.000 € 3.829 €/m²,5 Zimmer,146 m²,520 m² Grundstück,https://www.immowelt.de/expose/5b095809-63e8-4628-951b-51196e44794f
"Uerdingen - Markt, Krefeld (47829)",300.000 € 4.000 €/m²,2 Zimmer,"75,1 m²",EG,https://www.immowelt.de/expose/9b291cb8-96b4-441e-81f4-1eac9a33dcc7
"Schinkenplatz, Krefeld (47799)",859.000 € 1.909 €/m²,21 Zimmer,450 m²,303 m² Grundstück,https://www.immowelt.de/expose/3f45722c-b427-4825-92b6-80d69d015803
"Stadtgarten/Drießendorf, Krefeld (47798)",415.000 € 1.313 €/m²,316 m²,Unknown,Unknown,https://www.immowelt.de/expose/b0318d0a-fa73-444a-8641-dca98b59c6a3
"Uerdingen - Markt, Krefeld (47829)",379.000 € 3.989 €/m²,3 Zimmer,"95,3 m²",EG,https://www.immowelt.de/expose/8bc2554c-1296-4b89-889b-edc9d0401ae7
"Verberg, Krefeld (47802)",684.000 € 4.442 €/m²,5 Zimmer,154 m²,963 m² Grundstück,https://www.immowelt.de/expose/22b841f3-e55d-4256-876c-99c18e0d5921
"Südring, Krefeld (47798)",115.000 € 418 €/m²,275 m²,Unknown,Unknown,https://www.immowelt.de/expose/d7f653c4-7f3f-4c10-94ea-293e6ed8e427
"Inrath, Krefeld (47803)",350.000 € 1.352 €/m²,13 Zimmer,259 m²,375 m² Grundstück,https://www.immowelt.de/expose/01062915-410d-464d-b988-88e3b74dc7e5
"Inrath, Krefeld (47803)",350.000 € 1.352 €/m²,13 Zimmer,259 m²,375 m² Grundstück,https://www.immowelt.de/expose/6e582457-a40b-447d-b1ee-92d71e54cb6a
"Fischeln - West, Krefeld (47807)",519.000 € 2.883 €/m²,5 Zimmer,180 m²,791 m² Grundstück,https://www.immowelt.de/expose/ea583887-a5c0-4fa4-9fbb-85dfafb41f27
"Benrad - Nord, Krefeld (47804)",259.000 € 2.355 €/m²,5 Zimmer,110 m²,173 m² Grundstück,https://www.immowelt.de/expose/df630855-6bb0-45da-807b-1ab4d96a1de8
"Gladbacher Straße 244, Lehmheide, Krefeld (47805)",649.000 € 1.833 €/m²,24 Zimmer,354 m²,360 m² Grundstück,https://www.immowelt.de/expose/4fa130fa-a5d6-4728-b9fb-61a62a3511db
"Lehmheide, Krefeld (47805)",599.147 € 4.076 €/m²,6 Zimmer,147 m²,382 m² Grundstück,https://www.immowelt.de/expose/d4a43e37-7248-4f5d-b491-8873f2fbca24
"Sollbrüggen, Krefeld / Bockum (47800)",349.000 € 3.532 €/m²,3 Zimmer,"98,8 m²",Unknown,https://www.immowelt.de/expose/ba9c5c5c-8f79-42be-9e0c-f43c4fa191f1
"Inrath, Krefeld (47803)",499.000 € 4.158 €/m²,4 Zimmer,120 m²,300 m² Grundstück,https://www.immowelt.de/expose/c2b12716-bdfa-4812-9459-4c3b268d30c5
"Oppum - Süd, Krefeld-Linn (47809)",410.000 € 2.563 €/m²,7 Zimmer,160 m²,260 m² Grundstück,https://www.immowelt.de/expose/8596a927-e9ed-4b09-b8ac-dc445a024b51
"Lindental/Tackheide, Krefeld (47804)",390.000 € 3.391 €/m²,4 Zimmer,115 m²,739 m² Grundstück,https://www.immowelt.de/expose/98c1ff12-7baf-4c5e-95bc-71c8d5db93e7
"Vier Wälle, Krefeld (47798)",115.000 € 418 €/m²,1 Zimmer,275 m²,240 m² Grundstück,https://www.immowelt.de/expose/ade9f953-b427-41cf-8139-8533d4ff42a9
"Hülser Berg, Krefeld (47802)",1.299.000 € 1.737 €/m²,748 m²,4.882 m² Grundstück,Unknown,https://www.immowelt.de/expose/e539949f-5746-4db8-b227-c463611befdf
"Gartenstadt, Krefeld (47829)",1.150.000 € 2.653 €/m²,9 Zimmer,"433,5 m²",1.272 m² Grundstück,https://www.immowelt.de/expose/7a06659c-589a-4e8c-b85f-b458d51f5f28
"Schinkenplatz, Krefeld (47799)",315.000 € 1.162 €/m²,12 Zimmer,271 m²,197 m² Grundstück,https://www.immowelt.de/expose/35ffd6ef-ba1b-48f3-8986-e06d632e1e5a
"Traar - West, Krefeld (47802)",1.799.000 € 5.526 €/m²,8 Zimmer,"325,6 m²",4.580 m² Grundstück,https://www.immowelt.de/expose/bdeac747-dab4-4e48-9b99-78bed7f89b2a
"Forstwald, Krefeld (47804)",449.000 € 3.402 €/m²,5 Zimmer,132 m²,371 m² Grundstück,https://www.immowelt.de/expose/29eeca13-43cf-483e-a120-f8019874af2c
"Stadtgarten/Drießendorf, Krefeld (47798)",130.000 € 1.585 €/m²,3 Zimmer,82 m²,Unknown,https://www.immowelt.de/expose/9ee6f436-81c8-49de-971a-e19b463af9d5
"Baackeshof, Krefeld (47804)",319.000 € 1.844 €/m²,6 Zimmer,173 m²,330 m² Grundstück,https://www.immowelt.de/expose/a4904579-4bed-4323-91a7-ca863dc67fc2
"Hülser Berg, Krefeld-Hüls (47839)",260.000 € 2.826 €/m²,3 Zimmer,92 m²,1. Geschoss,https://www.immowelt.de/expose/3b6ba580-599d-4a64-925c-fd5bb702439b
"Breitenbachstraße 85, Oppum, Krefeld (47809)",112.000 € 1.714 €/m²,3 Zimmer,"65,4 m²",EG,https://www.immowelt.de/expose/1b4f437b-ae8c-4a7c-ac47-9e927a723f9f
"Tierpark, Krefeld (47800)",7.500 € 469 €/m²,16 m²,Unknown,Unknown,https://www.immowelt.de/expose/1b685fda-5666-4946-8cd5-5de5a2e7aa65
"Vier Wälle, Krefeld (47798)",293.000 € 1.024 €/m²,286 m²,148 m² Grundstück,Unknown,https://www.immowelt.de/expose/7a8421dc-f353-49ef-9b2e-68aa2aa07113
"Schinkenplatz, Nordrhein-Westfalen - Krefeld (47807)",620.000 € 1.425 €/m²,34 Zimmer,435 m²,Unknown,https://www.immowelt.de/expose/d8bdeabd-f518-4396-bf66-0e8102a4d25a
"Lehmheide, Krefeld (47805)",360.000 € 1.277 €/m²,18 Zimmer,282 m²,210 m² Grundstück,https://www.immowelt.de/expose/76d65e6c-9aae-4f65-a5db-56dbd9b73333
"Lehmheide, Krefeld (47805)",460.000 € 1.365 €/m²,45 Zimmer,337 m²,169 m² Grundstück,https://www.immowelt.de/expose/72e858b8-e016-44bc-9a73-a8d62ef0fd76
"Oppum - Süd, Krefeld (47809)",467.447 € 4.137 €/m²,4 Zimmer,113 m²,340 m² Grundstück,https://www.immowelt.de/expose/61811a51-656e-4598-a180-8ade11b26b42
"Verberg, Krefeld-Verberg (47802)",799.000 € 4.205 €/m²,3 Zimmer,190 m²,950 m² Grundstück,https://www.immowelt.de/expose/fbb2fcf3-8953-4688-aef3-622d3b608930
"Lehmheide, Krefeld (47809)",122.000 € 1.718 €/m²,3 Zimmer,71 m²,3. Geschoss,https://www.immowelt.de/expose/ede88b4c-a99d-4e5d-a62f-f0e93295fe86
"Baackeshof, Krefeld (47809)",129.000 € 1.720 €/m²,3 Zimmer,75 m²,3. Geschoss,https://www.immowelt.de/expose/3592f3ac-7d30-406e-b627-e36a95ffdfdc
"Stadtwald, Krefeld (47800)",729.000 € 3.055 €/m²,7 Zimmer,"238,6 m²",306 m² Grundstück,https://www.immowelt.de/expose/0575c534-557c-430e-af18-a616e96777b0
"Fischeln - West, Krefeld (47807)",260.000 € 3.059 €/m²,4 Zimmer,85 m²,252 m² Grundstück,https://www.immowelt.de/expose/a55af7e8-ceea-4cd0-93db-b6eef9607250
"Kliedbruch, Krefeld (47803)",748.000 € 5.343 €/m²,5 Zimmer,140 m²,566 m² Grundstück,https://www.immowelt.de/expose/4203a250-3c19-4988-9fa8-cc797d262cee
"Tierpark, Krefeld / Bockum (47800)",1.180.000 € 3.894 €/m²,11 Zimmer,303 m²,635 m² Grundstück,https://www.immowelt.de/expose/1a14d74d-feb4-4de4-8882-b34f12c6d1a3
"Roßmühle/Steeg, Krefeld (47839)",398.000 € 3.586 €/m²,5 Zimmer,111 m²,585 m² Grundstück,https://www.immowelt.de/expose/d5561fe4-ca86-4b2d-8dd1-d74a64fc9236
"Stadtwald, Krefeld (47800)",459.000 € 3.531 €/m²,6 Zimmer,130 m²,521 m² Grundstück,https://www.immowelt.de/expose/d0f030b0-2c5e-47b2-aea1-f90db959d15d
"Cracau, Krefeld (47799)",940.000 € 4.372 €/m²,7 Zimmer,215 m²,979 m² Grundstück,https://www.immowelt.de/expose/be79536d-5c60-40d2-919d-1be9c6323607
"Schinkenplatz, Krefeld (47799)",220.000 € 542 €/m²,1 Zimmer,406 m²,636 m² Grundstück,https://www.immowelt.de/expose/724a31cb-66cc-44e0-8183-011ba0668322
